日期,时段序号,时段,电价_元每kWh,小区负载_kW,小区负载电量_kWh,光伏实际_kW,光伏0时预报_kW,最终采用预报_kW,计划购电量_kWh,调整购电量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,实际弃光量_kWh,时段末储电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元
2025-02-01,17,2:40-2:50,0.3285,2768.3064,461.38439999999997,0.0,0.0,0.0,461.38439999999997,461.38439999999997,0.0,0.0,0.0,0.0,8877.861203703702,151.5647754,0.0,0.0
2025-02-01,18,2:50-3:00,0.3772,2861.65,476.94166666666666,0.0,0.0,0.0,476.94166666666666,476.94166666666666,0.0,0.0,0.0,0.0,8877.861203703702,179.90239666666665,0.0,0.0
2025-02-01,19,3:00-3:10,0.3815,2900.3973,483.39955,0.0,0.0,0.0,483.39955,483.39955,0.0,0.0,0.0,0.0,8877.861203703702,184.416928325,0.0,0.0
2025-02-01,20,3:10-3:20,0.3822,2919.6115,486.6019166666666,0.0,0.0,0.0,486.6019166666666,486.6019166666666,0.0,0.0,0.0,0.0,8877.861203703702,185.97925254999998,0.0,0.0
2025-02-01,21,3:20-3:30,0.3962,2993.09,498.84833333333336,0.0,0.0,0.0,0.0,0.0,0.0,498.84833333333336,0.0,0.0,8323.585277777776,0.0,0.0,0.0
2025-02-01,22,3:30-3:40,0.3879,3109.8584,518.3097333333333,0.0,0.0,0.0,518.3097333333333,518.3097333333333,0.0,0.0,0.0,0.0,8323.585277777776,201.05234556,0.0,0.0
2025-02-01,23,3:40-3:50,0.3405,3054.8008,509.13346666666666,0.0,0.0,0.0,509.13346666666666,509.13346666666666,0.0,0.0,0.0,0.0,8323.585277777776,173.35994540000002,0.0,0.0
2025-02-01,24,3:50-4:00,0.3164,2901.7,483.6166666666666,0.0,0.0,0.0,1316.9499999999998,1316.9499999999998,833.3333333333333,0.0,0.0,0.0,9073.585277777776,416.68298,0.0,0.0
2025-02-01,25,4:00-4:10,0.3916,2947.1208,491.1868,0.0,0.0,0.0,491.1868,491.1868,0.0,0.0,0.0,0.0,9073.585277777776,192.34875088,0.0,0.0
2025-02-01,26,4:10-4:20,0.4109,3027.8717,504.64528333333334,0.0,0.0,0.0,0.0,0.0,0.0,504.64528333333334,0.0,0.0,8512.868296296296,0.0,0.0,0.0
2025-02-01,27,4:20-4:30,0.361,3033.47,505.57833333333326,0.0,0.0,0.0,505.57833333333326,505.57833333333326,0.0,0.0,0.0,0.0,8512.868296296296,182.5137783333333,0.0,0.0
2025-02-01,28,4:30-4:40,0.3799,3019.3858,503.23096666666663,0.0,0.0,0.0,503.23096666666663,503.23096666666663,0.0,0.0,0.0,0.0,8512.868296296296,191.17744423666667,0.0,0.0
2025-02-01,29,4:40-4:50,0.4094,3017.0819,502.84698333333336,0.0014,0.0,0.0,0.0,0.0,0.0,502.84698333333336,0.0,0.0002333333333126575,7954.149425925925,0.0,0.0,0.0
2025-02-01,30,4:50-5:00,0.4052,2997.85,499.64166666666665,0.0,0.0,0.0,0.0,0.0,0.0,499.64166666666665,0.0,0.0,7398.992018518518,0.0,0.0,0.0
2025-02-01,31,5:00-5:10,0.3896,2932.7015,488.78358333333335,0.0,0.0,0.0,488.78358333333335,488.78358333333335,0.0,0.0,0.0,0.0,7398.992018518518,190.43008406666667,0.0,0.0
2025-02-01,32,5:10-5:20,0.3908,2991.1125,498.51875,0.0199,0.0,0.0,498.51875,498.51875,0.0,0.0,0.0,0.003316666666648871,7398.992018518518,194.8211275,0.0,0.0
2025-02-01,33,5:20-5:30,0.3821,3175.34,529.2233333333334,0.0,0.0,0.0,529.2233333333334,529.2233333333334,0.0,0.0,0.0,0.0,7398.992018518518,202.21623566666668,0.0,0.0
2025-02-01,34,5:30-5:40,0.3475,3284.4619,547.4103166666666,0.0,0.0,0.0,547.4103166666666,547.4103166666666,0.0,0.0,0.0,0.0,7398.992018518518,190.22508504166663,0.0,0.0
2025-02-01,35,5:40-5:50,0.5182,3187.3644,531.2274,0.2774,0.0,0.0,0.0,0.0,0.0,531.2274,0.0,0.04623333333336177,6808.739351851852,0.0,0.0,0.0
2025-02-01,36,5:50-6:00,0.8102,3065.9,510.98333333333335,0.0,0.0,0.0,0.0,0.0,0.0,510.98333333333335,0.0,0.0,6240.980092592593,0.0,0.0,0.0
2025-02-01,37,6:00-6:10,0.8756,3211.1231,535.1871833333332,0.0,351.8186,346.9466,0.0,0.0,0.0,477.3627499999999,57.82443333333333,0.0,5710.577037037037,0.0,0.0,253.15536913333332
2025-02-01,38,6:10-6:20,0.818,3203.9961,533.9993499999999,3.8641,351.8186,346.9466,0.0,0.0,0.0,476.1749166666666,57.180416666666645,0.0,5181.493796296297,0.0,0.0,233.86790416666656
2025-02-01,39,6:20-6:30,0.7708,3027.12,504.52,0.0,351.8186,346.9466,0.0,0.0,0.0,446.69556666666665,57.82443333333333,0.0,4685.1653888888895,0.0,0.0,222.85536606666668
2025-02-01,40,6:30-6:40,0.7715,3117.3221,519.5536833333333,0.0,351.8186,346.9466,0.0,0.0,0.0,461.72925,57.82443333333333,0.0,4172.132888888889,0.0,0.0,223.05775158333333
2025-02-01,41,6:40-6:50,0.8181,3398.49,566.415,89.6095,351.8186,346.9466,0.0,0.0,0.0,508.59056666666663,42.88951666666662,0.0,3607.0322592592597,0.0,0.0,175.43956792499984
2025-02-01,42,6:50-7:00,0.8678,3652.75,608.7916666666666,340.5,351.8186,346.9466,0.0,0.0,0.0,550.9672333333333,1.0744333333333316,0.0,2994.846444444445,0.0,0.0,4.6619662333333265
2025-02-01,43,7:00-7:10,0.864,3703.2843,617.2140499999999,615.936,2055.0921,2070.1164,0.0,0.0,0.0,272.19464999999997,242.36339999999996,0.0,2692.407944444445,0.0,0.0,1047.0098879999998
2025-02-01,44,7:10-7:20,0.8237,3572.3788,595.3964666666666,884.9275,2055.0921,2070.1164,0.0,0.0,0.0,260.5293666666669,187.37918333333306,0.0,2402.930870370371,0.0,0.0,771.7211665583322
2025-02-01,45,7:20-7:30,0.7654,3477.22,579.5366666666666,1140.675,2055.0921,2070.1164,0.0,0.0,0.0,234.51726666666667,154.90689999999995,0.0,2142.3561296296302,0.0,0.0,592.8287062999998
2025-02-01,46,7:30-7:40,0.7258,3654.0022,609.0003666666667,1388.0797,2055.0921,2070.1164,0.0,0.0,0.0,263.9809666666667,113.67278333333331,0.0,1849.043944444445,0.0,0.0,412.5185307166666
2025-02-01,47,7:40-7:50,0.8697,3841.4201,640.2366833333333,1674.452,2055.0921,2070.1164,0.0,0.0,0.0,295.21728333333346,65.94406666666646,0.0,1521.0247407407412,0.0,0.0,286.7577738999991
2025-02-01,48,7:50-8:00,1.0783,3803.65,633.9416666666666,2004.1125,2055.0921,2070.1164,0.0,0.0,0.0,288.92226666666664,11.00064999999995,0.0,1200.0000000000005,0.0,0.0,59.31000447499974
2025-02-01,49,8:00-8:10,1.0448,3545.4639,590.91065,2332.1065,3840.8664,3894.6354,0.0,0.0,0.0,0.0,202.22623333333343,0.0,1200.0000000000005,0.0,0.0,1056.429842933334
2025-02-01,50,8:10-8:20,0.9667,3411.349,568.5581666666667,2632.5934,3840.8664,3894.6354,0.0,0.0,0.0,0.0,129.7926,0.0,1200.0000000000005,0.0,0.0,627.3525321
2025-02-01,51,8:20-8:30,0.9429,3445.37,574.2283333333332,2927.6625,3840.8664,3894.6354,0.0,0.0,37.414029835391084,0.0,123.69861316872431,0.0,1233.6726268518523,0.0,0.0,583.1771117839507
2025-02-01,52,8:30-8:40,0.893,3467.1139,577.8523166666666,3251.299,3840.8664,3894.6354,0.0,0.0,71.25358333333338,0.0,107.2227333333334,0.0,1297.8008518518523,0.0,0.0,478.7495043333336
2025-02-01,53,8:40-8:50,0.9266,3894.4802,649.0800333333333,3519.7566,3840.8664,3894.6354,0.0,0.0,0.0,0.0,62.45393333333334,0.0,1297.8008518518523,0.0,0.0,289.3490731333334
2025-02-01,54,8:50-9:00,0.9995,4422.76,737.1266666666667,3731.7,3840.8664,3894.6354,0.0,0.0,0.0,88.02076666666662,27.155900000000088,0.0,1200.0000000000005,0.0,0.0,135.71161025000046
2025-02-01,55,9:00-9:10,0.9415,4267.5205,711.2534166666666,3992.5758,5817.8346,5872.2251,0.0,0.0,0.0,0.0,45.824116666666555,0.0,1200.0000000000005,0.0,0.0,215.71702920833278
2025-02-01,56,9:10-9:20,0.8825,4190.1702,698.3616999999999,4378.3332,5817.8346,5872.2251,0.0,0.0,0.0,0.0,0.0,31.360500000000002,1200.0000000000005,0.0,0.0,0.0
2025-02-01,57,9:20-9:30,0.8929,4418.32,736.3866666666665,4788.525,5817.8346,5872.2251,0.0,0.0,0.0,0.0,0.0,61.70083333333332,1200.0000000000005,0.0,0.0,0.0
2025-02-01,58,9:30-9:40,0.9059,4399.2754,733.2125666666667,5029.9241,5817.8346,5872.2251,0.0,0.0,0.0,0.0,0.0,105.10811666666666,1200.0000000000005,0.0,0.0,0.0
2025-02-01,59,9:40-9:50,0.8581,4182.7342,697.1223666666666,5203.9177,5817.8346,5872.2251,0.0,0.0,0.0,0.0,0.0,170.19725000000005,1200.0000000000005,0.0,0.0,0.0
2025-02-01,60,9:50-10:00,0.8084,4071.53,678.5883333333334,5364.1125,5817.8346,5872.2251,0.0,0.0,0.0,0.0,0.0,215.4304166666666,1200.0000000000005,0.0,0.0,0.0
2025-02-01,61,10:00-10:10,0.8605,4268.5932,711.4322,5471.099,7046.6046,6798.0513,0.0,0.0,0.0,0.0,0.0,200.41763333333336,1200.0000000000005,0.0,0.0,0.0
2025-02-01,62,10:10-10:20,0.8292,4240.2423,706.70705,5601.7634,7046.6046,6798.0513,0.0,0.0,0.0,0.0,0.0,226.92018333333328,1200.0000000000005,0.0,0.0,0.0
2025-02-01,63,10:20-10:30,0.7446,4001.96,666.9933333333333,5755.3125,7046.6046,6798.0513,0.0,0.0,0.0,0.0,0.0,292.22541666666666,1200.0000000000005,0.0,0.0,0.0
2025-02-01,64,10:30-10:40,0.7982,4072.3226,678.7204333333333,5878.849,7046.6046,6798.0513,0.0,0.0,237.72510905349438,0.0,0.0,63.362624279839,1413.9525981481454,0.0,0.0,0.0
2025-02-01,65,10:40-10:50,0.6917,4068.783,678.1305,6128.0874,7046.6046,6798.0513,0.0,0.0,454.87805000000003,0.0,111.66065000000003,0.0,1823.3428431481454,0.0,0.0,386.1783580250001
2025-02-01,66,10:50-11:00,0.438,3917.55,652.925,6361.65,7046.6046,6798.0513,0.0,0.0,480.08355000000006,0.0,72.73355000000015,0.0,2255.4180381481456,0.0,0.0,159.28647450000034
2025-02-01,67,11:00-11:10,0.3671,3946.1661,657.69435,6277.0669,6729.8795,6974.8083,0.0,0.0,504.77369999999996,0.0,116.29023333333339,0.0,2709.7143681481457,0.0,0.0,213.45072328333342
2025-02-01,68,11:10-11:20,0.3419,3936.6103,656.1017166666666,6308.0507,6729.8795,6974.8083,0.0,0.0,506.3663333333334,0.0,111.12626666666665,0.0,3165.4440681481456,0.0,0.0,189.97035286666662
2025-02-01,69,11:20-11:30,0.308,3927.21,654.535,6594.375,6729.8795,6974.8083,0.0,0.0,507.93305,0.0,63.40554999999995,0.0,3622.5838131481455,0.0,0.0,97.64454699999992
2025-02-01,70,11:30-11:40,0.3563,4153.2513,692.20855,6817.8939,6729.8795,6974.8083,0.0,0.0,470.2595,0.0,26.152399999999943,0.0,4045.8173631481454,0.0,0.0,46.5905005999999
2025-02-01,71,11:40-11:50,0.3499,4080.8969,680.1494833333334,6770.5009,6729.8795,6974.8083,0.0,0.0,482.3185666666666,0.0,34.05123333333336,0.0,4479.9040731481455,0.0,0.0,59.5726327166667
2025-02-01,72,11:50-12:00,0.2979,3840.2,640.0333333333333,6603.9375,6729.8795,6974.8083,0.0,0.0,522.4347166666666,0.0,61.81179999999995,0.0,4950.095318148145,0.0,0.0,92.06867609999992
2025-02-01,73,12:00-12:10,0.3528,4061.0483,676.8413833333333,6632.8992,6041.7638,6292.3136,0.0,461.4557833333332,833.3333333333333,0.0,0.0,56.76426666666657,5700.095318148145,0.0,244.20240053999993,0.0
2025-02-01,74,12:10-12:20,0.4214,3978.5628,663.0938,6536.8864,6041.7638,6292.3136,0.0,205.64185987654525,591.2669932098786,0.0,0.0,40.76213333333362,6232.235612037036,0.0,129.98621962796426,0.0
2025-02-01,75,12:20-12:30,0.4077,3564.13,594.0216666666666,6314.475,6041.7638,6292.3136,0.0,378.6360666666666,833.3333333333333,0.0,0.0,3.6935666666663565,6982.235612037036,0.0,231.55488656999998,0.0
2025-02-01,76,12:30-12:40,0.3359,3606.685,601.1141666666666,6312.5866,6041.7638,6292.3136,0.0,385.72856666666655,833.3333333333333,0.0,0.0,3.378833333333205,7732.235612037036,0.0,194.3493383149999,0.0
2025-02-01,77,12:40-12:50,0.4541,3800.0122,633.3353666666667,6353.9385,6041.7638,6292.3136,0.0,0.0,415.38356666666664,0.0,0.0,10.270816666666633,8106.080822037036,0.0,0.0,0.0
2025-02-01,78,12:50-13:00,0.6884,3832.09,638.6816666666666,6313.35,6041.7638,6292.3136,0.0,0.0,410.0372666666667,0.0,0.0,3.506066666666584,8475.114362037037,0.0,0.0,0.0
2025-02-01,79,13:00-13:10,0.7168,3716.2454,619.3742333333332,6246.1375,5020.7001,5206.092,0.0,0.0,248.30776666666668,0.0,0.0,173.34091666666666,8698.591352037036,0.0,0.0,0.0
2025-02-01,80,13:10-13:20,0.7194,3639.0264,606.5044,6175.373,5020.7001,5206.092,0.0,0.0,261.17759999999987,0.0,0.0,161.5468333333332,8933.651192037036,0.0,0.0,0.0
2025-02-01,81,13:20-13:30,0.7375,3642.08,607.0133333333333,6103.6875,5020.7001,5206.092,0.0,0.0,260.6686666666666,0.0,0.0,149.5992500000001,9168.252992037036,0.0,0.0,0.0
2025-02-01,82,13:30-13:40,0.6413,3637.91,606.3183333333333,5992.7643,5020.7001,5206.092,0.0,0.0,261.36366666666663,0.0,0.0,131.11205000000007,9403.480292037037,0.0,0.0,0.0
2025-02-01,83,13:40-13:50,0.6761,3749.5633,624.9272166666666,5691.8061,5020.7001,5206.092,0.0,0.0,242.7547833333333,0.0,0.0,80.95235000000002,9621.959597037037,0.0,0.0,0.0
2025-02-01,84,13:50-14:00,0.8225,3849.87,641.645,5251.125,5020.7001,5206.092,0.0,0.0,226.03699999999992,0.0,0.0,7.505500000000097,9825.392897037038,0.0,0.0,0.0
2025-02-01,85,14:00-14:10,0.8111,3676.3403,612.7233833333332,4893.7405,3272.3774,3634.1271,0.0,0.0,0.0,7.0355333333332055,0.0,209.93556666666655,9817.57563777778,0.0,0.0,0.0
2025-02-01,86,14:10-14:20,0.8061,3619.6065,603.26775,4617.2194,3272.3774,3634.1271,0.0,0.0,2.4201000000000477,0.0,0.0,163.84871666666663,9819.75372777778,0.0,0.0,0.0
2025-02-01,87,14:20-14:30,0.8727,3664.87,610.8116666666666,4364.4,3272.3774,3634.1271,0.0,0.0,0.0,5.123816666666585,0.0,121.71214999999984,9814.06059814815,0.0,0.0,0.0
2025-02-01,88,14:30-14:40,0.8717,3429.7385,571.6230833333333,4104.4044,3272.3774,3634.1271,0.0,0.0,34.06476666666674,0.0,0.0,78.37955,9844.718888148149,0.0,0.0,0.0
2025-02-01,89,14:40-14:50,0.7054,3327.5652,554.5942,3890.1686,3272.3774,3634.1271,0.0,0.0,51.093650000000025,0.0,0.0,42.67358333333323,9890.70317314815,0.0,0.0,0.0
2025-02-01,90,14:50-15:00,0.5147,3473.54,578.9233333333333,3688.35,3272.3774,3634.1271,312.5874909465022,312.5874909465022,339.35200761316895,0.0,0.0,9.037149999999883,10196.119980000001,160.8887815901647,0.0,0.0
2025-02-01,91,15:00-15:10,0.5575,3562.932,593.8219999999999,3392.3571,1309.8672,1920.1047,375.5107999999999,375.5107999999999,101.70625000000001,0.0,0.0,245.3754,10287.655605000002,209.34727099999995,0.0,0.0
2025-02-01,92,15:10-15:20,0.6606,3620.2202,603.3700333333334,3032.6158,1309.8672,1920.1047,385.0588333333334,385.0588333333334,101.70625000000001,0.0,0.0,185.41851666666673,10379.191230000002,254.36986530000001,0.0,0.0
2025-02-01,93,15:20-15:30,0.688,3651.93,608.655,2703.825,1309.8672,1920.1047,390.3438,390.3438,101.70625000000001,0.0,0.0,130.62005,10470.726855000003,268.5565344,0.0,0.0
2025-02-01,94,15:30-15:40,0.6617,3580.7319,596.78865,2481.7698,1309.8672,1920.1047,378.47745,378.47745,101.70625000000001,0.0,0.0,93.61085000000003,10562.262480000003,250.43852866499998,0.0,0.0
2025-02-01,95,15:40-15:50,0.6465,3420.6657,570.11095,2255.8374,1309.8672,1920.1047,351.79975,351.79975,101.70625000000001,0.0,0.0,55.95545000000004,10653.798105000003,227.438538375,0.0,0.0
2025-02-01,96,15:50-16:00,0.6667,3292.5,548.75,1973.5875,1309.8672,1920.1047,330.4388,330.4388,101.70625000000001,0.0,0.0,8.913800000000037,10745.333730000004,220.30354796,0.0,0.0
2025-02-01,97,16:00-16:10,0.6956,3324.4944,554.0824,1687.0443,275.2273,335.9676,508.21118333333334,508.21118333333334,10.123383333333322,0.0,0.0,225.17944999999997,10754.444775000004,353.51169912666666,0.0,0.0
2025-02-01,98,16:10-16:20,0.7032,3354.2164,559.0360666666666,1442.6491,275.2273,335.9676,513.1648499999999,513.1648499999999,10.123383333333322,0.0,0.0,184.44691666666665,10763.555820000003,360.8575225199999,0.0,0.0
2025-02-01,99,16:20-16:30,0.7041,3378.64,563.1066666666666,1214.175,275.2273,335.9676,517.2354499999999,517.2354499999999,10.123383333333322,0.0,0.0,146.36789999999996,10772.666865000003,364.1854803449999,0.0,0.0
2025-02-01,100,16:30-16:40,0.7357,3481.7178,580.2863,933.1142,275.2273,335.9676,534.4150833333333,534.4150833333333,10.123383333333322,0.0,0.0,99.52443333333326,10781.777910000003,393.1691768083333,0.0,0.0
2025-02-01,101,16:40-16:50,0.7466,3196.9081,532.8180166666666,640.2688,275.2273,335.9676,486.94679999999994,486.94679999999994,10.123383333333322,0.0,0.0,50.71686666666665,10790.888955000002,363.55448087999997,0.0,0.0
2025-02-01,102,16:50-17:00,0.7383,2680.68,446.78,358.2375,275.2273,335.9676,400.9087833333333,400.9087833333333,10.123383333333322,0.0,0.0,3.71165000000002,10800.000000000002,295.99095473499995,0.0,0.0
2025-02-01,103,17:00-17:10,0.7642,2601.2611,433.5435166666667,95.3846,0.0,0.0,433.5435166666667,433.5435166666667,0.0,0.0,0.0,15.89743333333331,10800.000000000002,331.3139554366667,0.0,0.0
2025-02-01,104,17:10-17:20,0.787,2638.6848,439.7808,0.0,0.0,0.0,439.7808,439.7808,0.0,0.0,0.0,0.0,10800.000000000002,346.1074896,0.0,0.0
2025-02-01,105,17:20-17:30,0.775,2616.82,436.13666666666666,0.0,0.0,0.0,436.13666666666666,436.13666666666666,0.0,0.0,0.0,0.0,10800.000000000002,338.0059166666667,0.0,0.0
2025-02-01,106,17:30-17:40,0.7557,2675.971,445.99516666666665,4.1367,0.0,0.0,445.99516666666665,445.99516666666665,0.0,0.0,0.0,0.6894500000000221,10800.000000000002,337.03854745,0.0,0.0
2025-02-01,107,17:40-17:50,0.8692,2639.3558,439.89263333333326,0.0,0.0,0.0,0.0,0.0,0.0,439.89263333333326,0.0,0.0,10311.230407407409,0.0,0.0,0.0
2025-02-01,108,17:50-18:00,1.0662,2570.82,428.47,0.0,0.0,0.0,0.0,0.0,0.0,428.47,0.0,0.0,9835.15262962963,0.0,0.0,0.0
2025-02-01,109,18:00-18:10,1.1465,2725.1073,454.18455,0.297,0.0,0.0,0.0,0.0,0.0,454.18455,0.0,0.04950000000002319,9330.503129629631,0.0,0.0,0.0
2025-02-01,110,18:10-18:20,1.1653,2833.5919,472.26531666666665,0.0,0.0,0.0,0.0,0.0,0.0,472.26531666666665,0.0,0.0,8805.76388888889,0.0,0.0,0.0
2025-02-01,111,18:20-18:30,1.1644,2725.01,454.16833333333335,0.0,0.0,0.0,0.0,0.0,0.0,454.16833333333335,0.0,0.0,8301.13240740741,0.0,0.0,0.0
2025-02-01,112,18:30-18:40,1.1265,2510.2571,418.3761833333333,0.0213,0.0,0.0,0.0,0.0,0.0,418.3761833333333,0.0,0.003550000000018372,7836.269981481483,0.0,0.0,0.0
2025-02-01,113,18:40-18:50,1.1134,2484.4934,414.0822333333333,0.0,0.0,0.0,0.0,0.0,0.0,414.0822333333333,0.0,0.0,7376.178611111113,0.0,0.0,0.0
2025-02-01,114,18:50-19:00,1.1312,2592.83,432.1383333333333,0.0,0.0,0.0,0.0,0.0,0.0,432.1383333333333,0.0,0.0,6896.02490740741,0.0,0.0,0.0
2025-02-01,115,19:00-19:10,1.1292,2544.0862,424.01436666666666,0.0015,0.0,0.0,0.0,0.0,0.0,424.01436666666666,0.0,0.0002499999999940883,6424.897833333336,0.0,0.0,0.0
2025-02-01,116,19:10-19:20,1.133,2654.4748,442.41246666666666,0.0,0.0,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,5933.328425925929,0.0,0.0,0.0
2025-02-01,117,19:20-19:30,1.1382,2902.48,483.74666666666667,0.0,0.0,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,5395.832129629633,0.0,0.0,0.0
2025-02-01,118,19:30-19:40,1.1103,2887.1068,481.18446666666665,0.0,0.0,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,4861.1827222222255,0.0,0.0,0.0
2025-02-01,119,19:40-19:50,1.0929,2668.5956,444.76593333333335,0.0,0.0,0.0,0.0,0.0,0.0,444.76593333333335,0.0,0.0,4366.998351851855,0.0,0.0,0.0
2025-02-01,120,19:50-20:00,1.1041,2508.57,418.095,0.0,0.0,0.0,0.0,0.0,0.0,418.095,0.0,0.0,3902.4483518518546,0.0,0.0,0.0
2025-02-01,121,20:00-20:10,1.1204,2620.4431,436.7405166666666,0.0,0.0,0.0,0.0,0.0,0.0,436.7405166666666,0.0,0.0,3417.1811111111138,0.0,0.0,0.0
2025-02-01,122,20:10-20:20,1.1344,2716.1871,452.69785,0.0,0.0,0.0,0.0,0.0,0.0,452.69785,0.0,0.0,2914.183500000003,0.0,0.0,0.0
2025-02-01,123,20:20-20:30,1.1597,2699.81,449.9683333333333,0.0,0.0,0.0,0.0,0.0,0.0,449.9683333333333,0.0,0.0,2414.218685185188,0.0,0.0,0.0
2025-02-01,124,20:30-20:40,1.1766,2730.4002,455.06669999999997,0.0,0.0,0.0,0.0,0.0,0.0,455.06669999999997,0.0,0.0,1908.5890185185212,0.0,0.0,0.0
2025-02-01,125,20:40-20:50,0.9864,2724.0742,454.01236666666665,0.0,0.0,0.0,0.0,0.0,0.0,454.01236666666665,0.0,0.0,1404.130833333336,0.0,0.0,0.0
2025-02-01,126,20:50-21:00,0.724,2756.43,459.405,0.0,0.0,0.0,459.405,459.405,0.0,0.0,0.0,0.0,1404.130833333336,332.60922,0.0,0.0
2025-02-01,127,21:00-21:10,0.7481,2984.5246,497.4207666666667,0.0,0.0,0.0,497.4207666666667,497.4207666666667,0.0,0.0,0.0,0.0,1404.130833333336,372.1204755433333,0.0,0.0
2025-02-01,128,21:10-21:20,0.8129,3019.6988,503.28313333333335,0.0,0.0,0.0,503.28313333333335,503.28313333333335,0.0,0.0,0.0,0.0,1404.130833333336,409.11885908666665,0.0,0.0
2025-02-01,129,21:20-21:30,0.8144,2865.34,477.5566666666667,0.0,0.0,0.0,477.5566666666667,477.5566666666667,0.0,0.0,0.0,0.0,1404.130833333336,388.9221493333333,0.0,0.0
2025-02-01,130,21:30-21:40,0.8497,2874.8157,479.13595,0.0,0.0,0.0,295.41820000000075,295.41820000000075,0.0,183.71774999999923,0.0,0.0,1200.0000000000036,251.01684454000065,0.0,0.0
2025-02-01,131,21:40-21:50,0.6531,2701.2246,450.2041,0.0,0.0,0.0,450.2041,450.2041,0.0,0.0,0.0,0.0,1200.0000000000036,294.02829771,0.0,0.0
2025-02-01,132,21:50-22:00,0.3205,2352.51,392.08500000000004,0.0,0.0,0.0,1225.4183333333333,1225.4183333333333,833.3333333333333,0.0,0.0,0.0,1950.0000000000036,392.74657583333334,0.0,0.0
